[1/5] Environment check
=== System ===
Python: 3.12.3 | packaged by Anaconda, Inc. | (main, May  6 2024, 19:46:43) [GCC 11.2.0]
Platform: Linux-5.15.0-78-generic-x86_64-with-glibc2.35
HF_HOME: /root/autodl-tmp/cache
TRANSFORMERS_CACHE: /root/autodl-tmp/cache/transformers
HF_DATASETS_CACHE: /root/autodl-tmp/cache/datasets

=== Packages ===
torch: 2.8.0+cu128
transformers: 5.5.0
datasets: 4.8.4
trl: 1.0.0
peft: 0.18.1
accelerate: 1.13.0
bitsandbytes: 0.49.2

=== CUDA ===
torch.cuda.is_available(): True
torch.version.cuda: 12.8
bf16_supported: True
device_count: 1
GPU 0: NVIDIA GeForce RTX 5090 | 31.4 GB | cc 12.0
[2/5] SFT warm start
{'loss': '1.752', 'grad_norm': '0.2497', 'learning_rate': '1.991e-05', 'entropy': '2.423', 'num_tokens': '1.406e+05', 'mean_token_accuracy': '0.5999', 'epoch': '0.005234'}
{'loss': '1.707', 'grad_norm': '0.2177', 'learning_rate': '1.98e-05', 'entropy': '2.264', 'num_tokens': '2.957e+05', 'mean_token_accuracy': '0.6093', 'epoch': '0.01047'}
{'loss': '1.66', 'grad_norm': '0.2696', 'learning_rate': '1.97e-05', 'entropy': '2.177', 'num_tokens': '4.443e+05', 'mean_token_accuracy': '0.6137', 'epoch': '0.0157'}
{'loss': '1.674', 'grad_norm': '0.2565', 'learning_rate': '1.959e-05', 'entropy': '2.143', 'num_tokens': '5.839e+05', 'mean_token_accuracy': '0.6111', 'epoch': '0.02094'}
{'loss': '1.671', 'grad_norm': '0.2956', 'learning_rate': '1.949e-05', 'entropy': '2.086', 'num_tokens': '7.264e+05', 'mean_token_accuracy': '0.6072', 'epoch': '0.02617'}
{'loss': '1.671', 'grad_norm': '0.2829', 'learning_rate': '1.938e-05', 'entropy': '2.037', 'num_tokens': '8.688e+05', 'mean_token_accuracy': '0.6037', 'epoch': '0.03141'}
{'loss': '1.597', 'grad_norm': '0.2788', 'learning_rate': '1.928e-05', 'entropy': '1.97', 'num_tokens': '1.014e+06', 'mean_token_accuracy': '0.6192', 'epoch': '0.03664'}
{'loss': '1.643', 'grad_norm': '0.3338', 'learning_rate': '1.917e-05', 'entropy': '2.006', 'num_tokens': '1.157e+06', 'mean_token_accuracy': '0.613', 'epoch': '0.04187'}
{'loss': '1.655', 'grad_norm': '0.2906', 'learning_rate': '1.907e-05', 'entropy': '1.997', 'num_tokens': '1.304e+06', 'mean_token_accuracy': '0.6116', 'epoch': '0.04711'}
{'loss': '1.635', 'grad_norm': '0.3306', 'learning_rate': '1.896e-05', 'entropy': '2.011', 'num_tokens': '1.445e+06', 'mean_token_accuracy': '0.6114', 'epoch': '0.05234'}
{'loss': '1.647', 'grad_norm': '0.3109', 'learning_rate': '1.886e-05', 'entropy': '2.011', 'num_tokens': '1.586e+06', 'mean_token_accuracy': '0.6097', 'epoch': '0.05758'}
{'loss': '1.648', 'grad_norm': '0.3161', 'learning_rate': '1.875e-05', 'entropy': '2.038', 'num_tokens': '1.728e+06', 'mean_token_accuracy': '0.6153', 'epoch': '0.06281'}
{'loss': '1.665', 'grad_norm': '0.2814', 'learning_rate': '1.865e-05', 'entropy': '2.047', 'num_tokens': '1.878e+06', 'mean_token_accuracy': '0.6068', 'epoch': '0.06805'}
{'loss': '1.641', 'grad_norm': '0.3274', 'learning_rate': '1.855e-05', 'entropy': '1.987', 'num_tokens': '2.019e+06', 'mean_token_accuracy': '0.6094', 'epoch': '0.07328'}
{'loss': '1.609', 'grad_norm': '0.2814', 'learning_rate': '1.844e-05', 'entropy': '2.01', 'num_tokens': '2.171e+06', 'mean_token_accuracy': '0.6206', 'epoch': '0.07851'}
{'loss': '1.601', 'grad_norm': '0.3635', 'learning_rate': '1.834e-05', 'entropy': '2.022', 'num_tokens': '2.323e+06', 'mean_token_accuracy': '0.616', 'epoch': '0.08375'}
{'loss': '1.654', 'grad_norm': '0.3051', 'learning_rate': '1.823e-05', 'entropy': '2.015', 'num_tokens': '2.473e+06', 'mean_token_accuracy': '0.6185', 'epoch': '0.08898'}
{'loss': '1.547', 'grad_norm': '0.4154', 'learning_rate': '1.813e-05', 'entropy': '1.976', 'num_tokens': '2.629e+06', 'mean_token_accuracy': '0.6254', 'epoch': '0.09422'}
{'loss': '1.624', 'grad_norm': '0.2785', 'learning_rate': '1.802e-05', 'entropy': '1.954', 'num_tokens': '2.781e+06', 'mean_token_accuracy': '0.6173', 'epoch': '0.09945'}
{'loss': '1.611', 'grad_norm': '0.2813', 'learning_rate': '1.792e-05', 'entropy': '1.99', 'num_tokens': '2.928e+06', 'mean_token_accuracy': '0.6169', 'epoch': '0.1047'}
{'loss': '1.632', 'grad_norm': '0.2861', 'learning_rate': '1.781e-05', 'entropy': '2.013', 'num_tokens': '3.076e+06', 'mean_token_accuracy': '0.6132', 'epoch': '0.1099'}
{'loss': '1.63', 'grad_norm': '0.2998', 'learning_rate': '1.771e-05', 'entropy': '2.017', 'num_tokens': '3.22e+06', 'mean_token_accuracy': '0.6149', 'epoch': '0.1152'}
{'loss': '1.573', 'grad_norm': '0.2931', 'learning_rate': '1.76e-05', 'entropy': '1.963', 'num_tokens': '3.37e+06', 'mean_token_accuracy': '0.6275', 'epoch': '0.1204'}
{'loss': '1.584', 'grad_norm': '0.2699', 'learning_rate': '1.75e-05', 'entropy': '1.937', 'num_tokens': '3.524e+06', 'mean_token_accuracy': '0.6226', 'epoch': '0.1256'}
{'loss': '1.617', 'grad_norm': '0.2908', 'learning_rate': '1.739e-05', 'entropy': '2.01', 'num_tokens': '3.677e+06', 'mean_token_accuracy': '0.6196', 'epoch': '0.1309'}
